MsgID.GLOBAL_POSITION,0.0000000,-122.3971944,37.7924724,4.9690000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1000000,8.0400000,0.0700000
MsgID.LOCAL_POSITION,27.7610000,-0.8868355,23.0088043,-4.9690270
MsgID.LOCAL_VELOCITY,27.7610000,-0.1026026,8.0472145,0.0711598
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3971762,37.7924722,4.9680000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1500000,6.3300000,-0.0700000
MsgID.LOCAL_POSITION,28.0110000,-0.9112313,24.6303749,-4.9684033
MsgID.LOCAL_VELOCITY,28.0110000,-0.1568676,6.3335857,-0.0731112
MsgID.GLOBAL_POSITION,0.0000000,-122.3971592,37.7924731,4.9720000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,4.8300000,0.0000000
MsgID.LOCAL_POSITION,28.2610000,-0.8144237,26.1352463,-4.9722738
MsgID.LOCAL_VELOCITY,28.2610000,-0.0171889,4.8370404,0.0052131
MsgID.GLOBAL_POSITION,0.0000000,-122.3971467,37.7924736,4.9580000
